MESSSTELLE;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;AVG;MIN;MAX;ANZ
Zmulner See [tief.St.];Elektrische Leitf�higkeit bei 25�C;�S/cm;1;1;2022;461,5;441;482;2
Zmulner See [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2022;0,8765;0,231;1,522;2
Zmulner See [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2022;0,230875;0,03;0,43175;2
Zmulner See [tief.St.];Sauerstoffgehalt;mg/l;5;5;2022;7,5;0,1;14,9;2
Zmulner See [tief.St.];Phosphor gesamt;mg/l;0;6;2022;0,021734;0,017542;0,025926;2
Zmulner See [tief.St.];Phosphor gesamt;mg/l;0;5;2022;0,02475;0,01725;0,03225;2
Zmulner See [tief.St.];Phosphor gesamt;mg/l;0;3;2022;0,017;0,016;0,018;2
Zmulner See [tief.St.];Phosphor gesamt;mg/l;5;5;2022;0,048;0,015;0,081;2
Zmulner See [tief.St.];pH-Wert;;1;1;2022;8,13;7,86;8,4;2
Zmulner See [tief.St.];Phosphat-Phosphor;mg/l;0;5;2022;0,00225;0,00225;0,00225;2
Zmulner See [tief.St.];Sichttiefe;m;0;0;2022;3;3;3;2
Zmulner See [tief.St.];Wassertemperatur;�C;0;0;2022;22,4;21;23,8;2
