Me·stelle;PARAMETER;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;MIN;MAX;AVG;ANZ
Afritzer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;3,1;4,6;4,05;4
Afritzer See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;6;20,8;12,325;4
Afritzer See [tief.St.];pH;pH-Wert;;1;1;2015;7,2;8,6;7,85;4
Afritzer See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;158;171;162;4
Afritzer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0103;0,0188;0,012725;4
Afritzer See [tief.St.];P-ges;Phosphor gesamt;mg/l;20;20;2015;0,0131;0,1452;0,051575;4
Afritzer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;22;2015;0,010851;0,029241;0,016837;4
Afritzer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,0026;0,0021;4
Afritzer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,00565;0,34457;0,17807;4
Afritzer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;20;20;2015;0,0307;0,739;0,2827;4
Afritzer See [tief.St.];O2;Sauerstoffgehalt;mg/l;20;20;2015;0,1;7,8;3,6;4
Afritzer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,26373;0,919693;0,581549;4
Afritzer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;20;2015;0,392469;1,79543;0,908325;4
Afritzer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;2,625;6;4,104167;4
Afritzer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;20;2015;3,412975;8,298802;4,807604;4
Aichwaldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;2,5;4;3,25;2
Aichwaldsee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;19,8;22,3;21,05;2
Aichwaldsee [tief.St.];pH;pH-Wert;;1;1;2015;7,9;8;7,95;2
Aichwaldsee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;402;404;403;2
Aichwaldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0096;0,0134;0,0115;2
Aichwaldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;7;2015;0,009833;0,013414;0,011624;2
Aichwaldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,002;0,0015;2
Aichwaldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,028;0,079;0,0535;2
Aichwaldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;7;7;2015;0,0108;0,1195;0,06515;2
Aichwaldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;7;7;2015;4,7;14,1;9,4;2
Aichwaldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,75535;0,762695;0,759023;2
Aichwaldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;5;8;6,5;2
Badesee Kirschentheuer [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;2,3;4;3,15;2
Badesee Kirschentheuer [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;21,2;23,2;22,2;2
Badesee Kirschentheuer [tief.St.];pH;pH-Wert;;1;1;2015;7,9;8;7,95;2
Badesee Kirschentheuer [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;337;369;353;2
Badesee Kirschentheuer [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,009;0,0122;0,0106;2
Badesee Kirschentheuer [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2015;0,0122;0,0231;0,01765;2
Badesee Kirschentheuer [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,001;0,001;2
Badesee Kirschentheuer [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;6;2015;0,069;0,31526;0,19213;2
Badesee Kirschentheuer [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2015;0,0193;0,0443;0,0318;2
Badesee Kirschentheuer [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2015;7,3;13,6;10,45;2
Badesee Kirschentheuer [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0;0;0;0
Badesee Kirschentheuer [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;10;2015;0;0;0;0
Badesee Kirschentheuer [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;5;6,555556;5,777778;2
Badesee Kirschentheuer [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;10;2015;5;7,090909;6,045455;2
Faaker See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;3;7,1;4,9;4
Faaker See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;5;20,2;12,75;4
Faaker See [tief.St.];pH;pH-Wert;;1;1;2015;8;8,141;8,06025;4
Faaker See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;329;379;353,75;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0025;0,006467;0,004671;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;29;29;2015;0,0069;0,0164;0,0096;4
Faaker See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;29;2015;0,003045;0,006673;0,00537;4
Faaker See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001417;0,002392;0,001779;4
Faaker See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,16045;0,276351;0,215179;4
Faaker See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;29;29;2015;0,0086;0,0355;0,017875;4
Faaker See [tief.St.];O2;Sauerstoffgehalt;mg/l;29;29;2015;0,1;9,5;3,85;4
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,163422;0,371395;0,275396;4
Faaker See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;29;2015;0,129304;0,252075;0,191302;4
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;0,5;1,208333;0,875;4
Faaker See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;29;2015;0,5;1,402537;0,814579;4
Feldsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;3,1;4,1;3,566667;3
Feldsee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;5,7;16,4;9,466667;3
Feldsee [tief.St.];pH;pH-Wert;;1;1;2015;6,9;8,6;7,875;4
Feldsee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;114;122;118;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,009;0,0174;0,01255;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;26;26;2015;0,0146;0,1498;0,080575;4
Feldsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;26;2015;0,012701;0,024283;0,016745;4
Feldsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,0032;0,00215;4
Feldsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,00565;0,32513;0,175198;4
Feldsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;26;26;2015;0,0336;0,916;0,304225;4
Feldsee [tief.St.];O2;Sauerstoffgehalt;mg/l;26;26;2015;0,1;9,2;3,525;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,797984;2,691347;1,535144;4
Feldsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;26;2015;1,076693;5,019265;2,515568;4
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;5;15;8,489584;4
Feldsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;26;2015;4,705759;12,57739;8,709535;4
Ferlacher Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;4;4,5;4,25;2
Ferlacher Badesee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;20,2;21,2;20,7;2
Ferlacher Badesee [tief.St.];pH;pH-Wert;;1;1;2015;7,9;7,9;7,9;2
Ferlacher Badesee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;312;318;315;2
Ferlacher Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0061;0,0114;0,00875;2
Ferlacher Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,0023;0,00165;2
Ferlacher Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,21;0,31889;0,264445;2
Ferlacher Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;5;5;2015;0,0418;0,0796;0,0607;2
Ferlacher Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;5;5;2015;4,6;6,6;5,6;2
Ferlacher Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0;0;0;0
Ferlacher Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;2;3;2,5;2
Flatschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;1,5;2;1,7;4
Flatschacher See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;3,9;23,6;13,175;4
Flatschacher See [tief.St.];pH;pH-Wert;;1;1;2015;7,3;7,8;7,55;4
Flatschacher See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;189;233;209,5;4
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2015;0,0191;0,0473;0,0296;4
Flatschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2015;0,001;0,003;0,002325;4
Flatschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2015;0,14386;1,37971;0,753728;4
Flatschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2015;0,0045;0,0845;0,035975;4
Flatschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2015;5,9;13,8;9,625;4
Flatschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;1;1;2015;0;0;0;0
Flatschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;1;1;2015;8;23;15,5;4
Flatschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;1;2015;0,0191;0,0473;0,0296;4
Flatschacher See Vorteich [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;1;1,2;1,05;4
Flatschacher See Vorteich [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;3,5;22;14,266667;6
Flatschacher See Vorteich [tief.St.];pH;pH-Wert;;1;1;2015;6,4;7,5;7,15;6
Flatschacher See Vorteich [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;207;252;229;6
Flatschacher See Vorteich [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2015;0,0193;0,0636;0,04115;4
Flatschacher See Vorteich [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2015;0,001;0,0051;0,00305;4
Flatschacher See Vorteich [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2015;0,81358;1,97346;1,478063;4
Flatschacher See Vorteich [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2015;0,0047;0,0243;0,0133;4
Flatschacher See Vorteich [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2015;2,9;12,4;7,683333;6
Flatschacher See Vorteich [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;1;1;2015;2;51;18,75;4
Forstsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;5,8;7,5;6,65;2
Forstsee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;20,2;23,6;21,9;2
Forstsee [tief.St.];pH;pH-Wert;;1;1;2015;8;8,5;8,25;2
Forstsee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;257;284;270,5;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0086;0,0117;0,01015;2
Forstsee [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2015;0,0083;0,0215;0,0149;2
Forstsee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,001;0,001;2
Forstsee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,25765;0,519;0,388325;2
Forstsee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2015;0,0056;0,0709;0,03825;2
Forstsee [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2015;0,1;3,2;1,65;2
Forstsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,184355;0,388956;0,286656;2
Forstsee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;30;2015;0,101257;0,14379;0,122524;2
Forstsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;0,895833;4;2,447917;2
Forstsee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;30;2015;0,604839;1,629032;1,116936;2
Goggausee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;1,5;3,6;2,35;4
Goggausee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;5,9;22,2;13,275;4
Goggausee [tief.St.];pH;pH-Wert;;1;1;2015;6,7;8,4;7,675;4
Goggausee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;153;162;159,25;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,018;0,0437;0,02925;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2015;0,0332;0,062;0,0508;4
Goggausee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;8;2015;0,024631;0,045981;0,032392;4
Goggausee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,002;0,0034;0,002675;4
Goggausee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,00565;0,082;0,037575;4
Goggausee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2015;0,352;0,925;0,6965;4
Goggausee [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2015;0,1;3,4;0,925;4
Goggausee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;1,452746;2,958939;2,100591;4
Goggausee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;10;67;29;4
Gîsselsdorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;2,3;2,4;2,35;2
Gîsselsdorfer See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;20,8;22,6;21,7;2
Gîsselsdorfer See [tief.St.];pH;pH-Wert;;1;1;2015;8;8;8;2
Gîsselsdorfer See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;309;326;317,5;2
Gîsselsdorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;1;1;2015;0,0119;0,0252;0,01855;2
Gîsselsdorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;1;1;2015;0,002;0,003;0,0025;2
Gîsselsdorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;1;1;2015;0,00565;0,00565;0,00565;2
Gîsselsdorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;1;1;2015;0,002;0,0153;0,00865;2
Gîsselsdorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;1;1;2015;7,5;9,1;8,3;2
Gîsselsdorfer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;1;1;2015;0;0;0;0
Gîsselsdorfer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;1;1;2015;4;7;5,5;2
Greifenburger Badesee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;6;6;6;2
Greifenburger Badesee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;19,4;24;21,7;2
Greifenburger Badesee [tief.St.];pH;pH-Wert;;1;1;2015;8,1;8,2;8,15;2
Greifenburger Badesee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;297;305;301;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0071;0,0151;0,0111;2
Greifenburger Badesee [tief.St.];P-ges;Phosphor gesamt;mg/l;12;12;2015;0,0138;0,0674;0,0406;2
Greifenburger Badesee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,0022;0,0032;0,0027;2
Greifenburger Badesee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,67097;0,93213;0,80155;2
Greifenburger Badesee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;12;12;2015;0,0539;1,714;0,88395;2
Greifenburger Badesee [tief.St.];O2;Sauerstoffgehalt;mg/l;12;12;2015;0,1;1,5;0,8;2
Greifenburger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,310151;1,530317;0,920234;2
Greifenburger Badesee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;12;2015;0,296255;1,000595;0,648425;2
Greifenburger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;2,208333;3;2,604167;2
Greifenburger Badesee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;12;2015;2,5;3;2,75;2
Hafnersee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;2,5;4,2;3,35;2
Hafnersee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;20,3;22,5;21,4;2
Hafnersee [tief.St.];pH;pH-Wert;;1;1;2015;8,1;8,3;8,2;2
Hafnersee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;372;379;375,5;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0161;0,0241;0,0201;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;10;10;2015;0,0448;0,0599;0,05235;2
Hafnersee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2015;0,018206;0,02635;0,022278;2
Hafnersee [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,002;0,0024;0,0022;2
Hafnersee [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,016;0,26497;0,140485;2
Hafnersee [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;10;10;2015;0,71;3,1225;1,91625;2
Hafnersee [tief.St.];O2;Sauerstoffgehalt;mg/l;10;10;2015;0,1;0,1;0,1;2
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0;0;0;0
Hafnersee [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;10;2015;0;0;0;0
Hafnersee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;20,375;21;20,6875;2
Hafnersee [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;10;2015;21;24,272727;22,636364;2
Hîrzendorfer See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;1,2;1,3;1,25;2
Hîrzendorfer See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;19,9;21,9;20,9;2
Hîrzendorfer See [tief.St.];pH;pH-Wert;;1;1;2015;8;8,2;8,1;2
Hîrzendorfer See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;427;448;437,5;2
Hîrzendorfer See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;3;2015;0,034863;0,049913;0,042388;2
Hîrzendorfer See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;3;2015;0,002225;0,002613;0,002419;2
Hîrzendorfer See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;3;2015;0,555413;1,652558;1,103986;2
Hîrzendorfer See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;3;3;2015;0,0571;0,1472;0,10215;2
Hîrzendorfer See [tief.St.];O2;Sauerstoffgehalt;mg/l;3;3;2015;5,9;9,2;7,55;2
Hîrzendorfer See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;3;2015;5,064759;5,137918;5,101339;2
Hîrzendorfer See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;3;2015;27;35;31;2
Keutschacher See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;3;6,9;4,71;10
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;6,6;25,8;17,78;10
Keutschacher See [tief.St.];pH;pH-Wert;;1;1;2015;7,9;8,4;8,1303;10
Keutschacher See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;279;317;302,3;10
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0055;0,011;0,00771;10
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2015;0,0088;0,0549;0,03154;10
Keutschacher See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;15;2015;0,007099;0,015549;0,011446;10
Keutschacher See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,002967;0,001748;10
Keutschacher See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,063063;0,207693;0,123718;10
Keutschacher See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;15;15;2015;0,231;3,475;0,9559;10
Keutschacher See [tief.St.];O2;Sauerstoffgehalt;mg/l;15;15;2015;0,1;8,2;2,02;10
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,171892;0,890357;0,536844;10
Keutschacher See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;15;2015;0,224656;1,067114;0,691046;10
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;2;14;5,545833;10
Keutschacher See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;15;2015;2;14,314052;6,656673;10
Keutschacher See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;15;2015;6,108313;19,143909;13,943808;10
Klopeiner See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;5,2;9,2;6,9;4
Klopeiner See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;5,2;23;14,1;4
Klopeiner See [tief.St.];pH;pH-Wert;;1;1;2015;8,026;8,4;8,2065;4
Klopeiner See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;225;257;247,5;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,006658;0,010808;0,008148;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;30;30;2015;0,027;0,0814;0,066375;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;30;2015;0,013322;0,022098;0,019436;4
Klopeiner See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,002433;0,001358;4
Klopeiner See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,004667;0,061583;0,043646;4
Klopeiner See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;30;30;2015;1,07;2,3;1,70625;4
Klopeiner See [tief.St.];O2;Sauerstoffgehalt;mg/l;30;30;2015;0,1;0,1;0,1;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;0,224658;0,705095;0,375251;4
Klopeiner See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;20;2015;0,291404;0,693506;0,432683;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;2;5;2,958334;4
Klopeiner See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;20;2015;2,546996;5;3,515055;4
Klopeiner See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;20;2015;0,01079;0,01235;0,011623;4
Kraiger See [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;3,3;4,1;3,7;2
Kraiger See [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;17,3;24;20,65;2
Kraiger See [tief.St.];pH;pH-Wert;;1;1;2015;7,9;8;7,95;2
Kraiger See [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;496;516;506;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0106;0,0134;0,012;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;8;8;2015;0,0136;0,0274;0,0205;2
Kraiger See [tief.St.];PO4-P;Phosphat-Phosphor;mg/l;0;5;2015;0,001;0,0024;0,0017;2
Kraiger See [tief.St.];NO3-N;Nitrat-Stickstoff;mg/l;0;5;2015;0,00565;0,035;0,020325;2
Kraiger See [tief.St.];NH4-N;Ammonium-Stickstoff;mg/l;8;8;2015;0,2848;0,606;0,4454;2
Kraiger See [tief.St.];O2;Sauerstoffgehalt;mg/l;8;8;2015;5,7;11,3;8,5;2
Kraiger See [tief.St.];PHP Biovol.;Phytoplankton Biovolumen;mm¸/l;0;5;2015;1,794195;1,828903;1,811549;2
Kraiger See [tief.St.];Chl a int.;Chlorophyll a integr. Gesamtp.;Êg/l;0;5;2015;5;8,6875;6,84375;2
Kraiger See [tief.St.];P-ges;Phosphor gesamt;mg/l;0;10;2015;0,014119;0,014119;0,014119;1
LÑngsee [tief.St.];Sichttiefe;Sichttiefe;m;0;0;2015;3,7;6,2;4,975;4
LÑngsee [tief.St.];Wassertemperatur;Wassertemperatur;¯C;0;0;2015;5,6;23,6;14,275;4
LÑngsee [tief.St.];pH;pH-Wert;;1;1;2015;7,2;8,4;7,95;4
LÑngsee [tief.St.];K25;Elektrische LeitfÑhigkeit bei 25¯C;ÊS/cm;1;1;2015;384;434;414,75;4
LÑngsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;5;2015;0,0088;0,0176;0,013875;4
LÑngsee [tief.St.];P-ges;Phosphor gesamt;mg/l;15;15;2015;0,0166;0,0334;0,027175;4
LÑngsee [tief.St.];P-ges;Phosphor gesamt;mg/l;0;13;2015;0,01091;0,021172;0,016265;4
