Meßstelle;PARAMETERBEZEICHNUNG;DIM;T.von;T.bis;JAHR;AVG;MIN;MAX;ANZ
Afritzer See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;20;2020;11,439657;6,797391;16,288943;6
Afritzer See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;6,366667;3,2;8;3
Afritzer See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;170,666667;165;175;3
Afritzer See [tief.St.];Ammonium-Stickstoff;mg/l;20;20;2020;0,756333;0,402;1,23;3
Afritzer See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,142667;0,062;0,242;3
Afritzer See [tief.St.];Sauerstoffgehalt;mg/l;20;20;2020;0,9;0,1;2,5;3
Afritzer See [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,016;0,014;0,017;3
Afritzer See [tief.St.];Phosphor gesamt;mg/l;20;20;2020;0,051167;0,0195;0,096;3
Afritzer See [tief.St.];Phosphor gesamt;mg/l;0;22;2020;0,021405;0,0163;0,025028;3
Afritzer See [tief.St.];pH-Wert;;1;1;2020;7,966667;7,6;8,3;3
Afritzer See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;20;2020;1,28482;0,265205;2,488207;3
Afritzer See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;1,02248;0,247749;2,206981;3
Afritzer See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,002667;0,001;0,004;3
Afritzer See [tief.St.];Sichttiefe;m;0;0;2020;4,2;3,3;4,8;3
Afritzer See [tief.St.];Wassertemperatur;°C;0;0;2020;13,7;7;18,5;3
Aichwaldsee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;8;4,3;11,7;2
Aichwaldsee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;411;408;414;2
Aichwaldsee [tief.St.];Ammonium-Stickstoff;mg/l;7;7;2020;0,19695;0,0209;0,373;2
Aichwaldsee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,112;0,086;0,138;2
Aichwaldsee [tief.St.];Sauerstoffgehalt;mg/l;7;7;2020;8,55;0,1;17;2
Aichwaldsee [tief.St.];Phosphor gesamt;mg/l;0;7;2020;0,012082;0,010108;0,014055;2
Aichwaldsee [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,01205;0,0101;0,014;2
Aichwaldsee [tief.St.];pH-Wert;;1;1;2020;8,05;8;8,1;2
Aichwaldsee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;1,068651;0,871101;1,266201;2
Aichwaldsee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001;0,001;0,001;2
Aichwaldsee [tief.St.];Sichttiefe;m;0;0;2020;3,85;3,5;4,2;2
Aichwaldsee [tief.St.];Wassertemperatur;°C;0;0;2020;19,55;16,4;22,7;2
Badesee Kirschentheuer [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;10;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Ammonium-Stickstoff;mg/l;10;10;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Sauerstoffgehalt;mg/l;10;10;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Phosphor gesamt;mg/l;10;10;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];pH-Wert;;1;1;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Phytoplankton Biovolumen;mm³/l;0;10;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Sichttiefe;m;0;0;2020;0;0;0;0
Badesee Kirschentheuer [tief.St.];Wassertemperatur;°C;0;0;2020;0;0;0;0
Faaker See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;1,025;1;1,1;4
Faaker See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;29;2020;1,24494;0,999975;1,798788;4
Faaker See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;366;349;380;4
Faaker See [tief.St.];Ammonium-Stickstoff;mg/l;29;29;2020;0,022975;0,002;0,059;4
Faaker See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,262994;0,200905;0,312643;4
Faaker See [tief.St.];Sauerstoffgehalt;mg/l;29;29;2020;4,65;0,1;9,2;4
Faaker See [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,007091;0,00569;0,007762;4
Faaker See [tief.St.];Phosphor gesamt;mg/l;0;29;2020;0,007384;0,006092;0,008448;4
Faaker See [tief.St.];Phosphor gesamt;mg/l;29;29;2020;0,012375;0,009;0,0185;4
Faaker See [tief.St.];pH-Wert;;1;1;2020;8,295;8,2;8,47;4
Faaker See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0,231044;0,10624;0,340561;4
Faaker See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;29;2020;0,206573;0,084753;0,364;4
Faaker See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001945;0,001;0,003;4
Faaker See [tief.St.];Sichttiefe;m;0;0;2020;4,575;3,4;5,5;4
Faaker See [tief.St.];Wassertemperatur;°C;0;0;2020;14,75;7,2;21,2;4
Feldsee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;26;2020;7,271312;3,481443;10,329564;6
Feldsee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;7,566667;4,3;9,7;3
Feldsee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;120,333333;119;123;3
Feldsee [tief.St.];Ammonium-Stickstoff;mg/l;26;26;2020;0,6404;0,1062;1,066;3
Feldsee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,165333;0,003;0,247;3
Feldsee [tief.St.];Sauerstoffgehalt;mg/l;26;26;2020;0,1;0,1;0,1;3
Feldsee [tief.St.];Phosphor gesamt;mg/l;26;26;2020;0,091733;0,0182;0,169;3
Feldsee [tief.St.];Phosphor gesamt;mg/l;0;26;2020;0,014048;0,011795;0,016793;3
Feldsee [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,009333;0,008;0,011;3
Feldsee [tief.St.];pH-Wert;;1;1;2020;8,233333;7,7;8,6;3
Feldsee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0,763766;0,18359;1,401514;3
Feldsee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;26;2020;0,665112;0,191741;1,102273;3
Feldsee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001;0,001;0,001;3
Feldsee [tief.St.];Sichttiefe;m;0;0;2020;4,266667;3,6;4,6;3
Feldsee [tief.St.];Wassertemperatur;°C;0;0;2020;13,6;6,9;18,3;3
Ferlacher Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;5;2020;5,15;4,9;5,4;2
Ferlacher Badesee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;377;375;379;2
Ferlacher Badesee [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2020;0,0895;0,085;0,094;2
Ferlacher Badesee [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2020;0,397;0,343;0,451;2
Ferlacher Badesee [tief.St.];Sauerstoffgehalt;mg/l;5;5;2020;4,75;4,5;5;2
Ferlacher Badesee [tief.St.];Phosphor gesamt;mg/l;0;5;2020;0,01225;0,01;0,0145;2
Ferlacher Badesee [tief.St.];pH-Wert;;1;1;2020;8,225;8,2;8,25;2
Ferlacher Badesee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;5;2020;0;0;0;0
Ferlacher Badesee [tief.St.];Phosphat-Phosphor;mg/l;0;5;2020;0,001;0,001;0,001;2
Ferlacher Badesee [tief.St.];Sichttiefe;m;0;0;2020;3,2;2,7;3,7;2
Ferlacher Badesee [tief.St.];Wassertemperatur;°C;0;0;2020;20,55;18,7;22,4;2
Flatschacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;1;1;2020;21,4;21,4;21,4;1
Flatschacher See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;230;228;232;2
Flatschacher See [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2020;0,0955;0,081;0,11;2
Flatschacher See [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2020;0,494;0,247;0,741;2
Flatschacher See [tief.St.];Sauerstoffgehalt;mg/l;1;1;2020;5,65;5,5;5,8;2
Flatschacher See [tief.St.];Phosphor gesamt;mg/l;1;1;2020;0,0471;0,047;0,0472;2
Flatschacher See [tief.St.];pH-Wert;;1;1;2020;7,51;7,4;7,62;2
Flatschacher See [tief.St.];Phytoplankton Biovolumen;mm³/l;1;1;2020;0;0;0;0
Flatschacher See [tief.St.];Phosphat-Phosphor;mg/l;1;1;2020;0,003;0,003;0,003;2
Flatschacher See [tief.St.];Sichttiefe;m;0;0;2020;1,3;1,1;1,5;2
Flatschacher See [tief.St.];Wassertemperatur;°C;0;0;2020;18,1;18;18,2;2
Forstsee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;30;2020;2,912784;2,777419;3,048148;2
Forstsee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;6,1;5,7;6,5;2
Forstsee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;254,5;251;258;2
Forstsee [tief.St.];Ammonium-Stickstoff;mg/l;30;30;2020;0,0475;0,002;0,093;2
Forstsee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,567;0,367;0,767;2
Forstsee [tief.St.];Sauerstoffgehalt;mg/l;30;30;2020;2,2;0,1;4,3;2
Forstsee [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,01125;0,0105;0,012;2
Forstsee [tief.St.];Phosphor gesamt;mg/l;30;30;2020;0,019;0,012;0,026;2
Forstsee [tief.St.];pH-Wert;;1;1;2020;8,6;8,5;8,7;2
Forstsee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0;0;0;0
Forstsee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;30;2020;0;0;0;0
Forstsee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,002;0,001;0,003;2
Forstsee [tief.St.];Sichttiefe;m;0;0;2020;3,85;3;4,7;2
Forstsee [tief.St.];Wassertemperatur;°C;0;0;2020;19,65;18;21,3;2
Goggausee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;5;2020;17,166667;12,233333;23,1;3
Goggausee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;170,333333;164;178;3
Goggausee [tief.St.];Ammonium-Stickstoff;mg/l;8;8;2020;0,416333;0,233;0,551;3
Goggausee [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2020;0,027917;0,003;0,07775;3
Goggausee [tief.St.];Sauerstoffgehalt;mg/l;8;8;2020;1,85;0,1;3,6;2
Goggausee [tief.St.];Phosphor gesamt;mg/l;0;3;2020;0,0268;0,0194;0,033;3
Goggausee [tief.St.];Phosphor gesamt;mg/l;0;8;2020;0,036914;0,034765;0,038107;3
Goggausee [tief.St.];Phosphor gesamt;mg/l;8;8;2020;0,0669;0,037;0,1027;3
Goggausee [tief.St.];Phosphor gesamt;mg/l;0;5;2020;0,030017;0,0238;0,034;3
Goggausee [tief.St.];pH-Wert;;1;1;2020;7,766667;7,5;8;3
Goggausee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;5;2020;1,599927;0,700255;2,740779;3
Goggausee [tief.St.];Phosphat-Phosphor;mg/l;0;5;2020;0,00175;0,001;0,003;3
Goggausee [tief.St.];Sichttiefe;m;0;0;2020;2,6;1,3;3,3;3
Goggausee [tief.St.];Wassertemperatur;°C;0;0;2020;11,95;5,1;18,8;2
Gösselsdorfer See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;1;1;2020;6,15;3,7;8,6;2
Gösselsdorfer See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;344,5;333;356;2
Gösselsdorfer See [tief.St.];Ammonium-Stickstoff;mg/l;1;1;2020;0,008;0,004;0,012;2
Gösselsdorfer See [tief.St.];Nitrat-Stickstoff;mg/l;1;1;2020;0,003;0,003;0,003;2
Gösselsdorfer See [tief.St.];Sauerstoffgehalt;mg/l;1;1;2020;8,05;6,9;9,2;2
Gösselsdorfer See [tief.St.];Phosphor gesamt;mg/l;1;1;2020;0,01435;0,01;0,0187;2
Gösselsdorfer See [tief.St.];pH-Wert;;1;1;2020;8,24;8,1;8,38;2
Gösselsdorfer See [tief.St.];Phytoplankton Biovolumen;mm³/l;1;1;2020;0;0;0;0
Gösselsdorfer See [tief.St.];Phosphat-Phosphor;mg/l;1;1;2020;0,001;0,001;0,001;2
Gösselsdorfer See [tief.St.];Sichttiefe;m;0;0;2020;2,4;2,1;2,7;2
Gösselsdorfer See [tief.St.];Wassertemperatur;°C;0;0;2020;20,45;17,4;23,5;2
Greifenburger Badesee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;4,95;3,5;6,4;2
Greifenburger Badesee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;297;275;319;2
Greifenburger Badesee [tief.St.];Ammonium-Stickstoff;mg/l;12;12;2020;0,781;0,185;1,377;2
Greifenburger Badesee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,594;0,42;0,768;2
Greifenburger Badesee [tief.St.];Sauerstoffgehalt;mg/l;12;12;2020;4,25;0,1;8,4;2
Greifenburger Badesee [tief.St.];Phosphor gesamt;mg/l;12;12;2020;0,0386;0,0162;0,061;2
Greifenburger Badesee [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,01295;0,012;0,0139;2
Greifenburger Badesee [tief.St.];pH-Wert;;1;1;2020;8,4;8,4;8,4;2
Greifenburger Badesee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0;0;0;0
Greifenburger Badesee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;12;2020;0;0;0;0
Greifenburger Badesee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001;0,001;0,001;2
Greifenburger Badesee [tief.St.];Sichttiefe;m;0;0;2020;4,1;4,1;4,1;2
Greifenburger Badesee [tief.St.];Wassertemperatur;°C;0;0;2020;20,1;18,6;21,6;2
Hafnersee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;12,3;9;15,6;2
Hafnersee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;10;2020;11,22536;8,213678;14,237042;2
Hafnersee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;390,5;385;396;2
Hafnersee [tief.St.];Ammonium-Stickstoff;mg/l;10;10;2020;1,9635;0,647;3,28;2
Hafnersee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,2785;0,106;0,451;2
Hafnersee [tief.St.];Sauerstoffgehalt;mg/l;10;10;2020;0,2;0,1;0,3;2
Hafnersee [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,01875;0,0175;0,02;2
Hafnersee [tief.St.];Phosphor gesamt;mg/l;0;10;2020;0,019879;0,018069;0,021689;2
Hafnersee [tief.St.];Phosphor gesamt;mg/l;10;10;2020;0,04415;0,0303;0,058;2
Hafnersee [tief.St.];pH-Wert;;1;1;2020;8,175;8,1;8,25;2
Hafnersee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0;0;0;0
Hafnersee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;10;2020;0;0;0;0
Hafnersee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,0015;0,001;0,002;2
Hafnersee [tief.St.];Sichttiefe;m;0;0;2020;2,85;2,6;3,1;2
Hafnersee [tief.St.];Wassertemperatur;°C;0;0;2020;19,6;16;23,2;2
Hörzendorfer See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;3;2020;39,55;37,2;41,9;2
Hörzendorfer See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;492,5;471;514;2
Hörzendorfer See [tief.St.];Ammonium-Stickstoff;mg/l;3;3;2020;0,23;0,031;0,429;2
Hörzendorfer See [tief.St.];Nitrat-Stickstoff;mg/l;0;3;2020;1,349;0,71875;1,97925;2
Hörzendorfer See [tief.St.];Sauerstoffgehalt;mg/l;3;3;2020;3,45;0,6;6,3;2
Hörzendorfer See [tief.St.];Phosphor gesamt;mg/l;0;3;2020;0,065682;0,058863;0,0725;2
Hörzendorfer See [tief.St.];pH-Wert;;1;1;2020;8,02;7,8;8,24;2
Hörzendorfer See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;3;2020;3,834141;3,535534;4,132747;2
Hörzendorfer See [tief.St.];Phosphat-Phosphor;mg/l;0;3;2020;0,0025;0,002375;0,002625;2
Hörzendorfer See [tief.St.];Sichttiefe;m;0;0;2020;0,75;0,5;1;2
Hörzendorfer See [tief.St.];Wassertemperatur;°C;0;0;2020;20,4;18,3;22,5;2
Keutschacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;2,925;1,1;6;4
Keutschacher See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;15;2020;4,480595;1,607692;5,623077;4
Keutschacher See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;306,25;277;319;4
Keutschacher See [tief.St.];Ammonium-Stickstoff;mg/l;15;15;2020;0,53775;0,249;1,01;4
Keutschacher See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,169917;0,038286;0,253571;4
Keutschacher See [tief.St.];Sauerstoffgehalt;mg/l;15;15;2020;2,475;0,1;6,3;4
Keutschacher See [tief.St.];Phosphor gesamt;mg/l;15;15;2020;0,01895;0,009;0,031;4
Keutschacher See [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,011605;0,010405;0,01409;4
Keutschacher See [tief.St.];Phosphor gesamt;mg/l;0;15;2020;0,013971;0,011649;0,015172;4
Keutschacher See [tief.St.];pH-Wert;;1;1;2020;8,275;8;8,4;4
Keutschacher See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0,552018;0,387635;0,859844;4
Keutschacher See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;15;2020;0,560934;0,341735;0,818841;4
Keutschacher See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001328;0,001;0,00231;4
Keutschacher See [tief.St.];Sichttiefe;m;0;0;2020;3,9;2,6;6;4
Keutschacher See [tief.St.];Wassertemperatur;°C;0;0;2020;16,3;7,1;21,8;4
Klopeiner See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;2,625;1,5;4;4
Klopeiner See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;258,25;237;268;4
Klopeiner See [tief.St.];Ammonium-Stickstoff;mg/l;30;30;2020;1,339;1,224;1,397;4
Klopeiner See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,003;0,003;0,003;4
Klopeiner See [tief.St.];Sauerstoffgehalt;mg/l;30;30;2020;0,1;0,1;0,1;4
Klopeiner See [tief.St.];Phosphor gesamt;mg/l;30;30;2020;0,038325;0,024;0,0582;4
Klopeiner See [tief.St.];Phosphor gesamt;mg/l;0;30;2020;0,016287;0,01188;0,022162;4
Klopeiner See [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,011235;0,009357;0,013298;4
Klopeiner See [tief.St.];Phosphor gesamt;mg/l;0;20;2020;0,012302;0,00993;0,014623;4
Klopeiner See [tief.St.];pH-Wert;;1;1;2020;8,3775;7,96;8,64;4
Klopeiner See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;20;2020;0,633521;0,408806;0,891003;4
Klopeiner See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0,5017;0,430083;0,588465;4
Klopeiner See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001523;0,001;0,002048;4
Klopeiner See [tief.St.];Sichttiefe;m;0;0;2020;6,975;5;9,9;4
Klopeiner See [tief.St.];Wassertemperatur;°C;0;0;2020;15,5;6,2;22,3;4
Kraiger See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;9,8;7;12,6;2
Kraiger See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;0;2020;9,8;7;12,6;2
Kraiger See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;466,5;451;482;2
Kraiger See [tief.St.];Ammonium-Stickstoff;mg/l;8;8;2020;0,111;0,097;0,125;2
Kraiger See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,003;0,003;0,003;2
Kraiger See [tief.St.];Sauerstoffgehalt;mg/l;8;8;2020;10,05;8,2;11,9;2
Kraiger See [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,01735;0,016;0,0187;2
Kraiger See [tief.St.];Phosphor gesamt;mg/l;8;8;2020;0,0255;0,011;0,04;2
Kraiger See [tief.St.];pH-Wert;;1;1;2020;8,325;8,25;8,4;2
Kraiger See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0;0;0;0
Kraiger See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,002;0,002;0,002;2
Kraiger See [tief.St.];Sichttiefe;m;0;0;2020;3,6;3,5;3,7;2
Kraiger See [tief.St.];Wassertemperatur;°C;0;0;2020;19,9;17,4;22,4;2
Längsee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;5,8;4,9;7,5;3
Längsee [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;15;2020;7,751285;4,381422;10,951633;3
Längsee [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;414;396;423;3
Längsee [tief.St.];Ammonium-Stickstoff;mg/l;15;15;2020;1,590667;1,236;1,898;3
Längsee [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,112333;0,096;0,129;3
Längsee [tief.St.];Sauerstoffgehalt;mg/l;15;15;2020;0,1;0,1;0,1;3
Längsee [tief.St.];Phosphor gesamt;mg/l;15;15;2020;0,042067;0,0392;0,047;3
Längsee [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,013033;0,012;0,0141;3
Längsee [tief.St.];Phosphor gesamt;mg/l;0;13;2020;0,018732;0,014005;0,022121;3
Längsee [tief.St.];pH-Wert;;1;1;2020;8,266667;8,1;8,4;3
Längsee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;15;2020;0,740681;0,519988;1,110554;3
Längsee [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0,687172;0,589841;0,806505;3
Längsee [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001667;0,001;0,003;3
Längsee [tief.St.];Sichttiefe;m;0;0;2020;4,9;4,1;5,8;3
Längsee [tief.St.];Wassertemperatur;°C;0;0;2020;16,933333;8;21,5;3
Lavamünder Badeteich Südufer Steg;Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;2;2020;4,65;2,3;7;2
Lavamünder Badeteich Südufer Steg;Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;269,5;246;293;2
Lavamünder Badeteich Südufer Steg;Ammonium-Stickstoff;mg/l;2;2;2020;0,0065;0,002;0,011;2
Lavamünder Badeteich Südufer Steg;Nitrat-Stickstoff;mg/l;0;2;2020;0,003;0,003;0,003;2
Lavamünder Badeteich Südufer Steg;Sauerstoffgehalt;mg/l;2;2;2020;8,4;8,1;8,7;2
Lavamünder Badeteich Südufer Steg;Phosphor gesamt;mg/l;0;2;2020;0,01625;0,0155;0,017;2
Lavamünder Badeteich Südufer Steg;Phosphor gesamt;mg/l;2;2;2020;0,01625;0,0155;0,017;2
Lavamünder Badeteich Südufer Steg;pH-Wert;;1;1;2020;8,23;8,16;8,3;2
Lavamünder Badeteich Südufer Steg;Phytoplankton Biovolumen;mm³/l;0;2;2020;0;0;0;0
Lavamünder Badeteich Südufer Steg;Phosphat-Phosphor;mg/l;0;2;2020;0,001;0,001;0,001;2
Lavamünder Badeteich Südufer Steg;Sichttiefe;m;0;0;2020;3,15;3;3,3;2
Lavamünder Badeteich Südufer Steg;Wassertemperatur;°C;0;0;2020;19,55;17,9;21,2;2
Leonharder See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;6;2020;13,1;12,8;13,4;2
Leonharder See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;364;354;374;2
Leonharder See [tief.St.];Ammonium-Stickstoff;mg/l;6;6;2020;0,0584;0,0298;0,087;2
Leonharder See [tief.St.];Nitrat-Stickstoff;mg/l;0;6;2020;0,197036;0,165;0,229071;2
Leonharder See [tief.St.];Sauerstoffgehalt;mg/l;6;6;2020;6,65;6,1;7,2;2
Leonharder See [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,024965;0,023478;0,026451;2
Leonharder See [tief.St.];Phosphor gesamt;mg/l;0;6;2020;0,026868;0,024807;0,028929;2
Leonharder See [tief.St.];Phosphor gesamt;mg/l;6;6;2020;0,0323;0,0286;0,036;2
Leonharder See [tief.St.];pH-Wert;;1;1;2020;7,965;7,8;8,13;2
Leonharder See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;6;2020;0,797673;0,583553;1,011792;2
Leonharder See [tief.St.];Phosphat-Phosphor;mg/l;0;6;2020;0,001;0,001;0,001;2
Leonharder See [tief.St.];Sichttiefe;m;0;0;2020;2,95;2,8;3,1;2
Leonharder See [tief.St.];Wassertemperatur;°C;0;0;2020;19,75;18,7;20,8;2
Linsendorfer See [tief.St.];Chlorophyll a integr. Gesamtp. Sonde - Feldwert;µg/l;0;5;2020;2,05;1,4;2,7;2
Linsendorfer See [tief.St.];Elektrische Leitfähigkeit bei 25°C;µS/cm;1;1;2020;363,5;363;364;2
Linsendorfer See [tief.St.];Ammonium-Stickstoff;mg/l;5;5;2020;0,021;0,017;0,025;2
Linsendorfer See [tief.St.];Nitrat-Stickstoff;mg/l;0;5;2020;0,571;0,48;0,662;2
Linsendorfer See [tief.St.];Sauerstoffgehalt;mg/l;5;5;2020;7,2;4,5;9,9;2
Linsendorfer See [tief.St.];Phosphor gesamt;mg/l;0;5;2020;0,0102;0,009;0,0114;2
Linsendorfer See [tief.St.];pH-Wert;;1;1;2020;8,09;8;8,18;2
Linsendorfer See [tief.St.];Phytoplankton Biovolumen;mm³/l;0;5;2020;0;0;0;0
